tournament_id,player,decklist_id,card_id,quantity,code,title,faction_code,side_code,type_code
4990,Athlici,91163,30002,2,30002,Wildcat Strike,anarch,runner,event
4990,Athlici,91163,30004,1,30004,Botulus,anarch,runner,program
4990,Athlici,91163,30007,1,30007,Fermenter,anarch,runner,program
4990,Athlici,91163,30028,3,30028,Jailbreak,neutral-runner,runner,event
4990,Athlici,91163,30029,1,30029,Overclock,neutral-runner,runner,event
4990,Athlici,91163,30032,3,30032,Mayfly,neutral-runner,runner,program
4990,Athlici,91163,33002,2,33002,Chastushka,anarch,runner,event
4990,Athlici,91163,33004,3,33004,Steelskin Scarring,anarch,runner,event
4990,Athlici,91163,33006,2,33006,Marrow,anarch,runner,hardware
4990,Athlici,91163,33068,3,33068,Raindrops Cut Stone,anarch,runner,event
4990,Athlici,91163,33092,2,33092,Dr. Nuka Vrolyck,shaper,runner,resource
4990,Athlici,91163,34072,1,34072,Heliamphora,anarch,runner,program
4990,Athlici,91163,34073,3,34073,Arruaceiras Crew,anarch,runner,resource
4990,Athlici,91163,34094,1,34094,Ashen Epilogue,neutral-runner,runner,event
4990,Athlici,91163,35007,2,35007,Gourmand,anarch,runner,program
4990,Athlici,91163,35014,2,35014,Clean Getaway,criminal,runner,event
4990,Athlici,91163,01050,3,01050,Sure Gamble,neutral-runner,runner,event
4990,Petersilio,91736,26007,1,26007,Fencer Fueno,anarch,runner,resource
4990,Petersilio,91736,26018,2,26018,The Class Act,criminal,runner,resource
4990,Petersilio,91736,26074,3,26074,Bravado,criminal,runner,event
4990,Petersilio,91736,27001,1,27001,Mystic Maemi,anarch,runner,resource
4990,Petersilio,91736,30016,1,30016,Marjanah,criminal,runner,program
